Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,64.70999908447266,64.98999786376953,64.41000366210938,64.68000030517578,43.63312911987305,9506200
2010-01-05,64.58000183105469,64.62000274658203,63.81999969482422,63.93000030517578,43.12715530395508,10673100
2010-01-06,63.900001525878906,64.54000091552734,63.83000183105469,64.44999694824219,43.47797775268555,13171500
2010-01-07,64.25,64.3499984741211,63.7400016784668,63.9900016784668,43.16764831542969,10901600
2010-01-08,63.91999816894531,64.26000213623047,63.630001068115234,64.20999908447266,43.31604766845703,7898000
2010-01-11,64.75,64.75,64.01000213623047,64.22000122070312,43.32280731201172,7975700
2010-01-12,64.12999725341797,64.72000122070312,64.0199966430664,64.55999755859375,43.55215835571289,10820700
2010-01-13,64.54000091552734,65.2300033569336,64.54000091552734,64.97000122070312,43.82875061035156,13023800
2010-01-14,65.19999694824219,65.2699966430664,64.75,65.0999984741211,43.91646194458008,7899000
2010-01-15,65.13999938964844,65.19999694824219,63.97999954223633,64.55999755859375,43.55215835571289,20995000
2010-01-19,64.13999938964844,65.75,64.11000061035156,65.3499984741211,44.08509826660156,15181800
2010-01-20,65.47000122070312,65.94999694824219,64.47000122070312,65.1500015258789,43.95018005371094,13033000
2010-01-21,65.06999969482422,65.47000122070312,63.79999923706055,63.970001220703125,43.15415573120117,14473900
2010-01-22,63.90999984741211,64.19000244140625,63.09000015258789,63.20000076293945,42.63469696044922,14017200
2010-01-25,63.66999816894531,63.70000076293945,63.04999923706055,63.220001220703125,42.64820098876953,10001700
2010-01-26,62.63999938964844,63.0099983215332,62.220001220703125,62.790000915527344,42.358123779296875,15630300
2010-01-27,62.779998779296875,63.720001220703125,62.70000076293945,63.439998626708984,42.79662322998047,14982400
2010-01-28,63.56999969482422,64.06999969482422,63.040000915527344,63.79999923706055,43.039466857910156,17096000
2010-01-29,63.95000076293945,64.2699966430664,62.81999969482422,62.86000061035156,42.40535354614258,17844400
2010-02-01,63.2599983215332,63.2599983215332,62.77000045776367,63.09000015258789,42.560489654541016,10153400
2010-02-02,63.20000076293945,64.19999694824219,62.630001068115234,63.9900016784668,43.16764831542969,13609300
2010-02-03,63.869998931884766,63.869998931884766,63.290000915527344,63.630001068115234,42.924800872802734,9255900
2010-02-04,63.4900016784668,63.619998931884766,62.619998931884766,62.63999938964844,42.25693130493164,18397000
2010-02-05,62.689998626708984,63.599998474121094,61.88999938964844,62.63999938964844,42.25693130493164,16775200
2010-02-08,62.5,62.97999954223633,62.2599983215332,62.369998931884766,42.07478713989258,10081200
2010-02-09,62.54999923706055,63.470001220703125,62.470001220703125,62.7599983215332,42.33787155151367,11356400
2010-02-10,62.790000915527344,63.06999969482422,62.209999084472656,62.72999954223633,42.31764221191406,10115800
2010-02-11,62.619998931884766,63.209999084472656,62.2599983215332,62.90999984741211,42.439083099365234,8353600
2010-02-12,62.61000061035156,63.0,62.11000061035156,62.720001220703125,42.3109130859375,12335800
2010-02-16,63.25,63.709999084472656,62.81999969482422,63.61000061035156,42.91130447387695,10212400
2010-02-17,63.630001068115234,64.36000061035156,63.61000061035156,63.97999954223633,43.16089630126953,9485500
2010-02-18,63.97999954223633,64.69999694824219,63.95000076293945,64.52999877929688,43.53192901611328,8260600
2010-02-19,64.1500015258789,64.45999908447266,63.619998931884766,63.810001373291016,43.37559127807617,14222300
2010-02-22,63.810001373291016,64.0999984741211,63.38999938964844,63.4900016784668,43.15806579589844,9839700
2010-02-23,63.560001373291016,63.849998474121094,63.22999954223633,63.310001373291016,43.03571319580078,12481400
2010-02-24,63.54999923706055,63.849998474121094,63.25,63.45000076293945,43.13087844848633,8519300
2010-02-25,62.790000915527344,63.349998474121094,62.52000045776367,63.279998779296875,43.01530838012695,10528900
2010-02-26,63.459999084472656,63.59000015258789,63.0,63.0,42.82496643066406,9357800
2010-03-01,63.27000045776367,63.459999084472656,63.16999816894531,63.38999938964844,43.0900764465332,9219400
2010-03-02,63.310001373291016,63.63999938964844,63.02000045776367,63.439998626708984,43.12407302856445,9014000
2010-03-03,63.59000015258789,63.75,63.220001220703125,63.400001525878906,43.09688186645508,9360400
2010-03-04,63.529998779296875,63.70000076293945,63.369998931884766,63.56999969482422,43.21244430541992,8067200
2010-03-05,63.65999984741211,64.06999969482422,63.54999923706055,64.04000091552734,43.53192901611328,10633600
2010-03-08,64.08000183105469,64.41000366210938,64.0199966430664,64.19999694824219,43.640689849853516,33380500
2010-03-09,64.55000305175781,64.55000305175781,64.08999633789062,64.2699966430664,43.688262939453125,8827100
2010-03-10,64.48999786376953,64.55999755859375,64.1500015258789,64.29000091552734,43.701881408691406,8436600
2010-03-11,64.1500015258789,64.22000122070312,63.599998474121094,64.22000122070312,43.65428161621094,9957800
2010-03-12,64.26000213623047,64.26000213623047,63.849998474121094,64.18000030517578,43.62710189819336,8223000
2010-03-15,64.13999938964844,64.56999969482422,64.06999969482422,64.56999969482422,43.892208099365234,7444700
2010-03-16,64.69999694824219,64.72000122070312,64.2300033569336,64.52999877929688,43.865020751953125,8882000
2010-03-17,64.72000122070312,64.73999786376953,64.4800033569336,64.6500015258789,43.94658660888672,8060700
2010-03-18,64.58000183105469,65.1500015258789,64.37000274658203,65.05999755859375,44.225276947021484,11742100
2010-03-19,65.11000061035156,65.48999786376953,64.80999755859375,65.11000061035156,44.25927734375,23117600
2010-03-22,65.06999969482422,65.44000244140625,64.9800033569336,65.0999984741211,44.25247573852539,8803800
2010-03-23,65.18000030517578,65.38999938964844,64.87000274658203,65.36000061035156,44.42921829223633,9453900
2010-03-24,65.30999755859375,65.30999755859375,64.75,64.75,44.014549255371094,9312500
2010-03-25,65.04000091552734,65.25,64.52999877929688,64.56999969482422,43.892208099365234,10496600
2010-03-26,64.68000030517578,64.72000122070312,64.33000183105469,64.37999725341797,43.763038635253906,9450400
2010-03-29,64.45999908447266,64.93000030517578,64.4000015258789,64.81999969482422,44.0621452331543,7812900
2010-03-30,64.94999694824219,64.9800033569336,64.55999755859375,64.9000015258789,44.11652755737305,8311600
2010-03-31,64.83999633789062,65.30999755859375,64.69999694824219,65.19999694824219,44.32045364379883,11939100
2010-04-01,65.37000274658203,65.7699966430664,65.23999786376953,65.7699966430664,44.707916259765625,10600600
2010-04-05,65.7699966430664,65.88999938964844,65.37999725341797,65.4000015258789,44.45641326904297,8617600
2010-04-06,65.12999725341797,65.44999694824219,65.0,65.30999755859375,44.39523696899414,8260100
2010-04-07,65.23999786376953,65.48999786376953,65.08000183105469,65.22000122070312,44.33405685424805,9409400
2010-04-08,65.19000244140625,65.19000244140625,64.7699966430664,64.93000030517578,44.13691711425781,8962600
2010-04-09,64.87999725341797,65.16999816894531,64.77999877929688,65.13999938964844,44.27967071533203,6972700
2010-04-12,65.11000061035156,65.20999908447266,64.93000030517578,65.11000061035156,44.25927734375,8692200
2010-04-13,65.05999755859375,65.8499984741211,64.91000366210938,65.68000030517578,44.64673614501953,12481600
2010-04-14,65.43000030517578,65.5999984741211,65.18000030517578,65.48999786376953,44.517574310302734,10501900
2010-04-15,65.29000091552734,65.54000091552734,65.12999725341797,65.51000213623047,44.53116989135742,8656900
2010-04-16,65.33999633789062,65.6500015258789,64.88999938964844,65.0199966430664,44.198089599609375,15742500
2010-04-19,65.05999755859375,66.0999984741211,65.05999755859375,66.02999877929688,44.884647369384766,14626300
