Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,50.150001525878906,50.439998626708984,49.65999984741211,49.810001373291016,35.91556930541992,3716000
2010-01-05,49.630001068115234,49.689998626708984,48.52000045776367,48.630001068115234,35.064735412597656,5941900
2010-01-06,48.2599983215332,48.38999938964844,47.349998474121094,47.939998626708984,34.56720733642578,10124500
2010-01-07,47.81999969482422,48.849998474121094,47.81999969482422,48.630001068115234,35.064735412597656,4901600
2010-01-08,48.650001525878906,48.7599983215332,48.06999969482422,48.560001373291016,35.01424789428711,3933100
2010-01-11,48.70000076293945,48.84000015258789,48.099998474121094,48.540000915527344,34.99982452392578,3058500
2010-01-12,48.9900016784668,49.38999938964844,48.599998474121094,48.849998474121094,35.223350524902344,5147300
2010-01-13,48.93000030517578,49.33000183105469,48.83000183105469,49.02000045776367,35.34592819213867,3462400
2010-01-14,48.93000030517578,49.400001525878906,48.72999954223633,49.279998779296875,35.53341293334961,2656300
2010-01-15,49.11000061035156,49.459999084472656,48.2599983215332,48.790000915527344,35.18009567260742,4252500
2010-01-19,48.75,49.599998474121094,48.43000030517578,49.43000030517578,35.64156723022461,3349400
2010-01-20,49.2599983215332,49.70000076293945,48.54999923706055,48.93000030517578,35.28102493286133,3433400
2010-01-21,48.790000915527344,49.08000183105469,48.029998779296875,48.95000076293945,35.29545211791992,5942700
2010-01-22,48.810001373291016,49.63999938964844,48.20000076293945,48.310001373291016,34.83399200439453,6885300
2010-01-25,48.83000183105469,49.11000061035156,47.95000076293945,48.88999938964844,35.252193450927734,4768100
2010-01-26,50.54999923706055,51.130001068115234,50.150001525878906,50.22999954223633,36.21841812133789,8489000
2010-01-27,50.290000915527344,50.90999984741211,50.029998779296875,50.900001525878906,36.70151138305664,4662400
2010-01-28,51.06999969482422,51.06999969482422,49.97999954223633,50.27000045776367,36.24725341796875,4554800
2010-01-29,50.29999923706055,50.9900016784668,50.09000015258789,50.66999816894531,36.53566360473633,4484800
2010-02-01,50.95000076293945,50.95000076293945,50.220001220703125,50.689998626708984,36.55009460449219,4302600
2010-02-02,50.599998474121094,51.18000030517578,50.2599983215332,51.09000015258789,36.838504791259766,5640200
2010-02-03,50.459999084472656,50.95000076293945,50.279998779296875,50.56999969482422,36.46356201171875,3978800
2010-02-04,50.27000045776367,50.7400016784668,49.689998626708984,49.72999954223633,35.85789108276367,6662500
2010-02-05,49.61000061035156,50.5,49.2400016784668,50.279998779296875,36.25446319580078,6746400
2010-02-08,50.18000030517578,50.290000915527344,49.0099983215332,49.04999923706055,35.36757278442383,5193700
2010-02-09,49.540000915527344,49.75,48.880001068115234,49.56999969482422,35.74250793457031,5355400
2010-02-10,49.650001525878906,49.90999984741211,49.25,49.689998626708984,35.829036712646484,4619400
2010-02-11,49.61000061035156,50.27000045776367,49.2599983215332,50.20000076293945,36.196773529052734,4639300
2010-02-12,49.77000045776367,50.4900016784668,49.279998779296875,50.45000076293945,36.377052307128906,5810400
2010-02-16,50.59000015258789,51.61000061035156,50.2599983215332,51.61000061035156,37.21345520019531,5379100
2010-02-17,51.709999084472656,51.91999816894531,51.16999816894531,51.75,37.31440353393555,4512800
2010-02-18,51.650001525878906,52.880001068115234,51.599998474121094,52.7400016784668,38.028255462646484,4577600
2010-02-19,52.689998626708984,53.130001068115234,52.560001373291016,52.880001068115234,38.12919998168945,5437300
2010-02-22,53.0,53.290000915527344,52.7599983215332,53.040000915527344,38.244571685791016,4457700
2010-02-23,52.72999954223633,53.41999816894531,52.31999969482422,52.36000061035156,37.75424575805664,6511900
2010-02-24,52.4900016784668,52.970001220703125,52.400001525878906,52.790000915527344,38.064292907714844,6050600
2010-02-25,52.119998931884766,52.880001068115234,52.119998931884766,52.75,38.03546142578125,5101400
2010-02-26,52.790000915527344,52.9900016784668,52.31999969482422,52.59000015258789,37.92008590698242,7398500
2010-03-01,52.7599983215332,53.41999816894531,52.7599983215332,53.08000183105469,38.273399353027344,4330200
2010-03-02,53.220001220703125,53.439998626708984,52.90999984741211,53.290000915527344,38.42481994628906,3619600
2010-03-03,53.43000030517578,53.720001220703125,53.119998931884766,53.119998931884766,38.30224609375,3892900
2010-03-04,53.27000045776367,53.619998931884766,53.029998779296875,53.54999923706055,38.61228561401367,3911600
2010-03-05,53.849998474121094,53.970001220703125,53.45000076293945,53.939998626708984,38.89350509643555,4259700
2010-03-08,53.45000076293945,53.9900016784668,53.40999984741211,53.79999923706055,39.03135681152344,3145000
2010-03-09,53.959999084472656,54.20000076293945,53.439998626708984,53.56999969482422,38.8644905090332,5107400
2010-03-10,53.560001373291016,53.779998779296875,52.599998474121094,52.88999938964844,38.37116622924805,5891200
2010-03-11,52.880001068115234,53.65999984741211,52.79999923706055,53.619998931884766,38.90077209472656,4085400
2010-03-12,53.84000015258789,54.0,53.0,53.15999984741211,38.56704330444336,4490200
2010-03-15,52.9900016784668,53.060001373291016,52.279998779296875,52.72999954223633,38.25508499145508,4929600
2010-03-16,52.7400016784668,52.959999084472656,52.4900016784668,52.849998474121094,38.342140197753906,4126300
2010-03-17,53.11000061035156,53.540000915527344,52.849998474121094,52.9900016784668,38.443702697753906,5519100
2010-03-18,53.08000183105469,53.709999084472656,52.95000076293945,53.380001068115234,38.72664260864258,4113000
2010-03-19,53.459999084472656,53.599998474121094,52.779998779296875,53.459999084472656,38.78468704223633,13199100
2010-03-22,53.29999923706055,53.58000183105469,53.18000030517578,53.38999938964844,38.7338981628418,3817700
2010-03-23,53.54999923706055,53.900001525878906,53.349998474121094,53.900001525878906,39.10388946533203,3244300
2010-03-24,53.86000061035156,54.2599983215332,53.70000076293945,54.060001373291016,39.219974517822266,3218200
2010-03-25,54.29999923706055,54.5,54.0099983215332,54.08000183105469,39.234493255615234,4123700
2010-03-26,54.279998779296875,54.7400016784668,54.15999984741211,54.349998474121094,39.43037414550781,3422700
2010-03-29,54.47999954223633,54.81999969482422,54.349998474121094,54.7599983215332,39.72781753540039,2644700
2010-03-30,54.83000183105469,54.83000183105469,53.79999923706055,53.93000030517578,39.12565994262695,3517500
2010-03-31,53.79999923706055,54.150001525878906,53.689998626708984,53.939998626708984,39.13292694091797,3357100
2010-04-01,54.2400016784668,54.33000183105469,53.59000015258789,53.91999816894531,39.118408203125,3725300
2010-04-05,54.150001525878906,54.150001525878906,53.18000030517578,53.33000183105469,38.69036865234375,4362000
2010-04-06,53.15999984741211,53.18000030517578,52.43000030517578,52.59000015258789,38.153507232666016,6585300
2010-04-07,52.52000045776367,53.189998626708984,52.279998779296875,52.5,38.08821487426758,5631700
2010-04-08,52.31999969482422,52.52000045776367,52.189998626708984,52.2599983215332,37.91408920288086,4147000
2010-04-09,52.36000061035156,52.459999084472656,52.13999938964844,52.400001525878906,38.01567077636719,3406400
2010-04-12,52.540000915527344,52.68000030517578,51.93000030517578,52.02000045776367,37.73997116088867,3204900
2010-04-13,51.91999816894531,52.41999816894531,51.91999816894531,52.220001220703125,37.88507080078125,3433800
2010-04-14,52.189998626708984,52.959999084472656,52.18000030517578,52.90999984741211,38.38566207885742,3158800
2010-04-15,52.86000061035156,52.970001220703125,52.31999969482422,52.880001068115234,38.3639030456543,3736400
2010-04-16,52.86000061035156,53.209999084472656,52.04999923706055,52.13999938964844,37.8270378112793,6067500
2010-04-19,52.040000915527344,53.20000076293945,51.939998626708984,53.189998626708984,38.58880615234375,4869200
2010-04-20,53.400001525878906,53.470001220703125,52.790000915527344,53.16999816894531,38.57429504394531,4311000
2010-04-21,52.9900016784668,53.119998931884766,52.400001525878906,52.79999923706055,38.30585861206055,3833100
2010-04-22,52.439998626708984,53.84000015258789,52.18000030517578,53.790000915527344,39.02409362792969,4727600
2010-04-23,52.869998931884766,53.65999984741211,52.72999954223633,53.380001068115234,38.72664260864258,5346400
2010-04-26,53.20000076293945,53.380001068115234,51.86000061035156,51.91999816894531,37.66743087768555,6322800
2010-04-27,51.59000015258789,51.83000183105469,50.47999954223633,50.529998779296875,36.65899658203125,6430300
2010-04-28,50.380001068115234,51.2599983215332,50.34000015258789,51.119998931884766,37.0870361328125,6420800
2010-04-29,51.31999969482422,51.41999816894531,50.70000076293945,51.41999816894531,37.3046875,4907800
2010-04-30,51.22999954223633,51.349998474121094,50.4900016784668,50.7400016784668,36.81135177612305,5243100
2010-05-03,50.880001068115234,51.279998779296875,50.7599983215332,51.209999084472656,37.1523323059082,4037800
2010-05-04,50.599998474121094,50.7400016784668,49.810001373291016,50.0,36.274478912353516,6098700
2010-05-05,49.779998779296875,51.04999923706055,49.75,50.619998931884766,36.72428512573242,4062800
2010-05-06,50.58000183105469,51.15999984741211,48.529998779296875,49.79999923706055,36.129390716552734,9027100
2010-05-07,49.66999816894531,50.22999954223633,48.81999969482422,49.2599983215332,35.73761749267578,7935600
2010-05-10,50.58000183105469,50.72999954223633,49.459999084472656,50.09000015258789,36.33979415893555,6336400
2010-05-11,49.599998474121094,50.20000076293945,49.52000045776367,49.779998779296875,36.11490249633789,4672000
2010-05-12,50.0099983215332,50.25,49.380001068115234,50.189998626708984,36.41232681274414,5782100
2010-05-13,50.099998474121094,50.81999969482422,50.0099983215332,50.16999816894531,36.3978271484375,3797500
2010-05-14,49.869998931884766,50.83000183105469,49.869998931884766,50.119998931884766,36.36153793334961,6948500
2010-05-17,50.20000076293945,50.47999954223633,49.349998474121094,50.119998931884766,36.36153793334961,6006800
2010-05-18,50.369998931884766,50.779998779296875,49.689998626708984,49.83000183105469,36.15114974975586,4367800
2010-05-19,49.7400016784668,50.369998931884766,49.40999984741211,50.13999938964844,36.376060485839844,5241000
